Title,Year,Cited by,DOI,Link,Abstract,Author Keywords
Porous fiber processing and manufacturing for energy storage applications,2020,17,10.3390/chemengineering4040059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3390%2Fchemengineering4040059&partnerID=40&md5=4757d12712ae20eeceb7ae66e3473250,"The objective of this article is to provide an overview on the current development of micro-and nanoporous fiber processing and manufacturing technologies. Various methods for making micro-and nanoporous fibers including co-electrospinning, melt spinning, dry jet-wet quenching spinning, vapor deposition, template assisted deposition, electrochemical oxidization, and hydrothermal oxidization are presented. Comparison is made in terms of advantages and disadvantages of different routes for porous fiber processing. Characterization of the pore size, porosity, and specific area is introduced as well. Applications of porous fibers in various fields are discussed. The emphasis is put on their uses for energy storage components and devices including rechargeable batteries and supercapacitors.",Electrospinning; Energy Storage; Manufacturing; Melt Spinning; Oxidization; Porous Fiber; Processing; Vapor Deposition
Smart polymer nanocomposites: Recent advances and perspectives,2020,31,10.4067/S0717-97072020000404973,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.4067%2FS0717-97072020000404973&partnerID=40&md5=fa2a3bb50bb3c84306788c64951b49ba,"Nanocomposite polymers have received considerable interest in research for the last three decades. Those nanocomposite polymers that are sensitive to a stimulus such as pH, temperature, magnetism, and electricity, among others, called smart or intelligent nanocomposite polymers had received even greater attention due to their potential technological applications. Applications of these polymers include flexible electronic devices, sensors, self-healing polymers, shape-memory materials, etc. The sensitivity of the material can come from both the polymer that acts as a matrix and the nanofiller, resulting in a material that combines properties of each of its components and that each one will not have separately. This mini-review aims to provide an update on the most recent and significant applications in the area of stimuli-responsive polymer nanocomposites, emphasizing the most innovative applications in biomedicine and catalysis developed in the last three years.",External Stimuli; Nanofillers; Physical Stimuli; Polymer Nanocomposites; Smart Polymers
Open-Framework Structure Based Cathode Materials Coupled with Metallic Anodes for Rechargeable Multivalent Ion Batteries,2020,9,10.1149/1945-7111/abcd10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1149%2F1945-7111%2Fabcd10&partnerID=40&md5=e5a6060d2bb44d8e5cb66413eb980cdf,"Rechargeable batteries based on multivalent chemistry represent a promising avenue in grid-scale and portable energy storage devices, especially when multivalent metal with high energy density is used as the anode. Owing to the unique advantages of large 3D diffusion channels, multiple oxidation states of metal ions, and the ability to modulate the size of the intercalation channels for multivalent ions (Zn2+, Mg2+, Al2+, Ca2+) intercalation/deintercalation, open framework materials are regarded as ideal cathodes. Herein, this review firstly provides an introduction of recent open-framework structure based cathode materials including Prussian blue and its analogs (PB/PBAs), NASICONs, Zinc vanadate (zinc pyrovanadate, e.g., Zn3V2O7(OH)2•2H2O and α-Zn2V2O7, zinc n-vanadate, e.g., Zn(OH)VO4), and Molybdenum-vanadium oxide (Mo2.5+yVO9+z) along with a presentation of their energy storage mechanisms. Afterwards, representative examples of such intercalated materials applied to multivalent ion batteries are considered. Some strategies to further improve the electrochemical performances of open-framework structure based cathode materials are also presented. Finally, the challenges and development directions of these materials in rechargeable multivalent ion battery systems are discussed.",Anodes; Cathode Materials; Cathodes; Energy Storage; Metal Ions; Metals; Molybdenum Oxide; Vanadium Compounds; Zinc; Development Directions; Electrochemical Performance; High Energy Densities; Intercalation/deintercalation; Multiple Oxidation; Multivalent Metals; Open-framework Materials; Open-framework Structures; Secondary Batteries
"Design and Optimization of a Dextrous Robotic Finger: Incorporating a Sliding, Rotating, and Soft-Bending Mechanism while Maximizing Dexterity and Minimizing Dimensions",2020,12,10.1109/MRA.2020.3024283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1109%2FMRA.2020.3024283&partnerID=40&md5=b4e6d4c4c48e8e93905a182ca191dee9,"In this article, we introduce a new soft finger with a pneumatic-actuated movable joint that is optimized and characterized in terms of the degrees of freedom (DoF), workspace, and fingertip force. The finger consists of one soft link as the body and the bending pneumatic joint as the actuator. Due to the additional translation and rotation movement capabilities of the joint, carried out by two stepper motors, the finger can bend in any direction while having different lengths, thanks to a configurable bending point. This results in more dexterity for the finger when dealing with a target inside its 3D workspace by increasing the number of configurations it can use to reach the target and exert force. The finite element method (FEM) and the Nondominated Sorting Genetic Algorithm II (NSGA-II) algorithm are applied to optimize the joint geometry and so maximize the bending angle and minimize the joint dimensions. Furthermore, the variations of each design parameter and consequent effects on the optimization objectives are analyzed. The optimal geometrical parameters are used to fabricate a prototype with silicone rubber. Tests on the bending angle and tip force variability are conducted on the prototype to validate the numerical modeling. The experimental results show that the finger exerts force up to 650 mN with a response time of fewer than 3 s. The stiffness of the finger can be changed by applying pneumatic pressure in the hollow space inside the link. This consequently varies the amount of applied force at the tipping point of the finger up to two times.",Agricultural Robots; Degrees Of Freedom (mechanics); Genetic Algorithms; Geometry; Pneumatic Actuators; Pneumatics; Robotics; Silicones; Stepping Motors; Applied Forces; Bending Points; Design And Optimization; Design Parameters; Joint Dimension; Non Dominated Sorting Genetic Algorithm Ii (nsga Ii); Pneumatic Pressure; Robotic Finger; Bending Tests
Nanomaterials in electrochemical sensing area: Applications and challenges in food analysis,2020,72,10.3390/molecules25235759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3390%2Fmolecules25235759&partnerID=40&md5=c38a25c7a6be507fbe1cb147167e5443,"Recently, nano materials have received increasing attention due to their unique physical and chemical properties, which make them of considerable interest for applications in many fields, such as biotechnology, optics, electronics, and catalysis. The development of nano materials has proven fundamental for the development of smart electrochemical sensors to be used in different application fields such, as biomedical, environmental, and food analysis. In fact, they showed high performances in terms of sensitivity and selectivity. In this report, we present a survey of the application of different nano materials and nano composites with tailored morphological properties as sensing platforms for food analysis. Particular attention has been devoted to the sensors developed with nano materials such as carbon-based nano materials, metallic nano materials, and related nano composites. Finally, several examples of sensors for the detection of some analytes present in food and beverages, such as some hydroxycinnamic acids (caffeic acid, chlorogenic acid, and rosmarinic acid), caffeine (CAF), ascorbic acid (AA), and nitrite are reported and evidenced.",Caffeine; Electrochemical Sensors; Hydroxycinnamic Acids; Nanomaterials; Nitrite; Metal Nanoparticle; Nanocomposite; Nanomaterial; Nanoparticle; Nanotube; Chemistry; Electrochemical Analysis; Food Analysis; Genetic Procedures; Procedures; Biosensing Techniques; Electrochemical Techniques; Food Analysis; Metal Nanoparticles; Nanocomposites; Nanoparticles; Nanostructures; Nanotubes
An ultrahigh sensitive paper-based pressure sensor with intelligent thermotherapy for skin-integrated electronics,2020,17,10.3390/nano10122536,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3390%2Fnano10122536&partnerID=40&md5=ce138e20e5934399e30401706304d837,"Porous microstructure pressure sensors that are highly sensitive, reliable, low-cost, and environment-friendly have aroused wide attention in intelligent biomedical diagnostics, human–machine interactions, and soft robots. Here, an all-tissue-based piezoresistive pressure sensor with ultrahigh sensitivity and reliability based on the bottom interdigitated tissue electrode and the top bridge of a microporous tissue/carbon nanotube composite was proposed. Such pressure sensors exhibited ultrahigh sensitivity (≈1911.4 kPa−1), fast response time (<5 ms), low fatigue of over 2000 loading/unloading cycles, and robust environmental degradability. These enabled sensors can not only monitor the critical physiological signals of the human body but also realize electrothermal conversion at a specific voltage, which enhances the possibility of creating wearable thermotherapy electronics for protecting against rheumatoid arthritis and cervical spondylosis. Furthermore, the sensor successfully transmitted wireless signals to smartphones via Bluetooth, indicating its potential as reliable skin-integrated electronics. This work provides a highly feasible strategy for promoting high-performance wearable thermotherapy electronics for the next-generation artificial skin.",Pressure Sensors; Thermotherapy; Tissue; Wearable Electronics
A review of the evolution of the nanostructure of SiCN and SiOC polymer derived ceramics and the impact on mechanical properties,2020,49,10.1039/d0me00123f,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1039%2Fd0me00123f&partnerID=40&md5=7ea40ab20830547c51ae58081ed18057,"Polymer-derived ceramics (PDCs) are fabricated through the controlled pyrolysis of silicon-based polymeric precursors. Their structure, and subsequent material responses, are highly dependent on the chemistry of the pre-ceramic polymer, the pyrolysis atmosphere, and the pyrolysis or annealing temperatures. Future development of PDCs and their integration into society will rely heavily on understanding the connection between these variables and their subsequent material performance. In this review, the nanostructural development of silicon carbonitride (SiCN) and silicon oxycarbide (SiOC) ceramics, along with a selection of their chemically or physically modified structures, is presented. The chemistry and processing parameters of these PDCs will be explored in relation to their amorphous and crystalline characteristics, including phase transitions and transition temperatures. The microstructure of these systems is also presented in conjunction with the nanostructure where necessary. The structural properties of SiCN and SiOC PDCs are related to the mechanical responses of these systems, which provides an overview of the design parameters needed to realize a PDC from theory to application.",Atmospheric Chemistry; Carbon Nitride; Ceramic Materials; Mechanical Properties; Nanocrystalline Materials; Nanostructures; Polymers; Pyrolysis; Annealing Temperatures; Crystalline Characteristic; Material Performance; Polymer-derived Ceramics; Polymerderived Ceramics (pdcs); Polymeric Precursors; Processing Parameters; Silicon Carbo-nitride; Silicon Compounds
Triple-shape memory behavior of modified lactide/glycolide copolymers,2020,9,10.3390/polym12122984,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3390%2Fpolym12122984&partnerID=40&md5=e6d13a91df0e7a173bb604c0f8df779d,"The paper presents the formation and properties of biodegradable thermoplastic blends with triple-shape memory behavior, which were obtained by the blending and extrusion of poly(l-lactide-co-glycolide) and bioresorbable aliphatic oligoesters with side hydroxyl groups: oligo (butylene succinate-co-butylene citrate) and oligo(butylene citrate). Addition of the oligoesters to poly (l-lactide-co-glycolide) reduces the glass transition temperature (T<inf>g</inf>) and also increases the flexibility and shape memory behavior of the final blends. Among the tested blends, materials containing less than 20 wt % of oligo (butylene succinate-co-butylene citrate) seem especially promising for biomedical applications as materials for manufacturing bioresorbable implants with high flexibility and relatively good mechanical properties. These blends show compatibility, exhibiting one glass transition temperature and macroscopically uniform physical properties.",Bioresorbable Polyesters; Blends; Esters; Polylactide; Shape Memory; Blending; Butenes; Glass; Glass Transition; Medical Applications; Organic Polymers; Temperature; Biodegradable Thermoplastics; Biomedical Applications; Bioresorbable; High Flexibility; Hydroxyl Groups; L-lactide; Oligoesters; Shape Memory Behavior; Shape Memory Effect
"Fullerene (C60) Nanowires: The Preparation, Characterization, and Potential Applications",2020,33,10.1002/eem2.12071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1002%2Feem2.12071&partnerID=40&md5=01346ac3d7aaa856af0ea54b9279b0ae,"Fullerene (C<inf>60</inf>) nanowires have attracted significant attention in the past two decades due to their outstanding chemical and physical properties, which render the material a wide range of potential applications. Much effort has been devoted to exploring the growth methods, structural and compositional characterizations, and application-related investigations of this novel carbon nanomaterial. Here, we present a review of C<inf>60</inf> nanowires in which we will first describe the recent development in the material preparations, analytical techniques, crystal structures, chemical compositions, and the investigations of polymerization processes. Afterward, we will discuss the mechanistic studies on the nanowires’ growth as the mechanism research is of great importance for their size control, large-scale preparation, and for the exploration of applications in a wide range of fields. Finally, we will discuss the potential applications in several directions, including optical, electrical, mechanical, and biological fields, as well as our perspectives to future developments.",C60 Nanowires; Fullerene; Nanotechnology; Nanowire Science; Chemical Analysis; Fullerenes; Chemical And Physical Properties; Chemical Compositions; Compositional Characterization; Large Scale Preparation; Material Preparation; Mechanism Research; Mechanistic Studies; Polymerization Process; Nanowires
Room Temperature Self-Healing in Soft Pneumatic Robotics: Autonomous Self-Healing in a Diels-Alder Polymer Network,2020,43,10.1109/MRA.2020.3024275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1109%2FMRA.2020.3024275&partnerID=40&md5=ece537229475a270c7d9055cde4e2a54,"Healable soft robotic systems have been developed by constructing flexible membranes out of Diels?Alder (DA) polymer networks. In these components, relatively large amounts of damage, on the centimeter scale, can be healed, provided that the temperature is increased to 80?90 ?C. This article presents a new DA polymer network that can heal at room temperature through a smart design of the network that increases the molecular mobility in the material. This new material is used to develop the first healable soft robotic prototype that can autonomously recover from severe, realistic damage. The soft pneumatic hand can recover from various types of injuries, including being cut completely in half, without the need for a temperature increase. After healing, the performance of the soft robotic prototype is recovered.",Agricultural Robots; Pneumatics; Polymers; Recovery; Robotics; Autonomous Self-healing; Centimeter-scale; Diels-alder Polymers; Flexible Membranes; Molecular Mobility; Polymer Networks; Robotic Systems; Temperature Increase; Self-healing Materials
Recent progress in isotropic magnetorheological elastomers and their properties: A review,2020,47,10.3390/polym12123023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3390%2Fpolym12123023&partnerID=40&md5=688fc5867a18d7a98537ac50180eddfb,"Magnetorheological elastomers (MREs) are magneto-sensitive smart materials, widely used in various applications, i.e., construction, automotive, electrics, electronics, medical, minimally invasive surgery, and robotics. Such a wide field of applications is due to their superior properties, including morphological, dynamic mechanical, magnetorheological, thermal, friction and wear, and complex torsional properties. The objective of this review is to provide a comprehensive review of the recent progress in isotropic MREs, with the main focus on their properties. We first present the background and introduction of the isotropic MREs. Then, the preparation of filler particles, fabrication methods of isotropic MREs, and key parameters of the fabrication process—including types of polymer matrices and filler particles, filler particles size and volume fraction, additives, curing time/temperature, and magnetic field strength—are discussed in a separate section. Additionally, the properties of various isotropic MREs, under specific magnetic field strength and tensile, compressive, or shear loading conditions, are reviewed in detail. The current review concludes with a summary of the properties of isotropic MREs, highlights unexplored research areas in isotropic MREs, and provides an outlook of the future opportunities of this innovative field.",Carbonyl Iron Particles; Construction And Medical Applications; Magneto-sensitive Smart Materials; Magnetorheological Elastomers (mre); Rheological Properties; Additives; Elastomers; Fillers; Magnetic Fields; Medical Robotics; Dynamic Mechanical; Fabrication Process; Magnetic Field Strengths; Magneto-rheological; Magnetorheological Elastomers; Minimally Invasive Surgery; Shear Loading Conditions; Torsional Properties; Filled Polymers
Enantioselective Voltammetric Sensors on the Basis of Chiral Materials,2020,25,10.1134/S1061934820120102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1134%2FS1061934820120102&partnerID=40&md5=8ef7aecddd1213d9bcbefcc05798a11e,"Abstract: The review presents exhaustive information for the last 5 years on the trends and methods of research, development, and application of enantioselective voltammetric sensors on the basis of new chiral materials for the recognition of enantiomers of biologically active and medicinal compounds. Enantioselective sensors on the basis of chiral Cu, Au, Ag, Pt, and Pd nanoparticles and single crystals, mesoporous metals with molecular imprints, single-wall carbon nanotubes, smart polymers, metal–organic frameworks and supramolecular assemblies, and chiral ionic liquids are considered. Examples of the recognition and determination of enantiomers in various samples and analytical characteristics of the proposed sensors are given. Problems and prospects of using enantioselective voltammetric sensors for the chiral recognition of optically active compounds are discussed.",Chiral Materials; Diamond Single Crystals; Enantioselective Voltammetric Sensors; Ionic Liquids; Mesoporous Metals; Metal Nanoparticles; Metal–organic Framework Structures; Single-wall Carbon Nanotubes; Smart Polymers; Supramolecular Assemblies; Enantiomers; Enantioselectivity; Ionic Liquids; Metal Nanoparticles; Organic Polymers; Single-walled Carbon Nanotubes (swcn); Chiral Ionic Liquids; Chiral Recognition; Enantioselective; Methods Of Researches; Molecular Imprint; Optically Active Compounds; Supramolecular Assemblies; Voltammetric Sensor; Smart Polymers
Effect of pH on the intelligent film-forming solutions produced with red cabbage extract and hydroxypropylmethylcellulose,2020,32,10.1016/j.fpsl.2020.100604,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1016%2Fj.fpsl.2020.100604&partnerID=40&md5=07af3491b617158abf4c637f28aa86ef,"Novel biodegradable pH-colorimetric indicator films based on hydroxypropylmethylcellulose (HPMC) and red cabbage extract (RCAE) were produced at different pH values of the film-forming solution (2, 4, 7, and 9). Coupled with intelligent characteristics, the RCAE exhibited stability as a function of pH and storage time (1440 min). The intelligent films showed a remarkable light barrier, higher degree of compaction and thermal stability than the control treatments. Both factors, the pH of the HPMC dispersion and the incorporation of RCAE affected the films’ melting behavior. Fourier transform infrared spectroscopy suggested that the RCAE interacted through hydrogen bonds with the HPMC chains. Regarding the mechanical performance, the films prepared at pH 2, added or not with RCAE, displayed a plasticizer effect. All HPMC-based intelligent films detected ammonia and exhibited different color reversibility properties. Besides, the intelligent film produced at pH 2 did not show complete color reversibility (after 8 h), which indicated a broad application potential as an irreversible food spoilage sensor.",Ammonia Detection; Biodegradable Device; Hydroxypropylmethylcellulose Films; Irreversible Sensor; Red Cabbage; Sensing Properties
Fluorescent calix[4]arene-carbazole-containing polymers as sensors for nitroaromatic explosives,2020,21,10.3390/chemosensors8040128,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3390%2Fchemosensors8040128&partnerID=40&md5=c0e65f5435b45c701da7eac8acf7156a,"Two highly fluorescent calix[4]arene-containing phenylene-alt-ethynylene-carbazolylene polymers (Calix-PPE-CBZs) were used in the detection of explosives from the nitroaromatic compounds (NACs) family, in solution and in vapour phases. Both fluorophores exhibit high sensitivity and selectivity towards NACs detection. The quenching efficiencies in solution, assessed through static Stern-Volmer constants (K<inf>SV</inf>), follow the order picric acid (PA) > > 2,4,6-trinitrotoluene (TNT) > 2,4-dinitrotoluene > (2,4-DNT) > nitrobenzene (NB). These correlate very well with the NACs electron affinities, as evaluated from their lowest unoccupied molecular orbitals (LUMOs) energies, indicating a photo-induced electron transfer as the dominant mechanism in fluorescence quenching. Moreover, and most interesting, detection of TNT, 2,4-DNT and NB vapours via thin-films of Calix-PPE-CBZs revealed a remarkably sensitive response to these analytes, comparable to state-of-the-art chemosensors. The study also analyses and compares the current results to previous disclosed data on the detection of NACs by several calix[4]arene-based conjugated polymers and non-polymeric calix[4]arenes-carbazole conjugates, overall highlighting the superior role of calixarene and carbazole structural motifs in NACs’ detection performance. Density functional theory (DFT) calculations performed on polymer models were used to support some of the experimental findings.",Calix[4]arene; Carbazole; Conjugated Polymer; Explosives; Fluorescence; Sensor; Conjugated Polymers; Elastomers; Fluorophores; Ionomers; Nitrobenzene; Calix[4]arenes; Carbazole; Detection Of Explosives; Dinitrotoluenes; High Sensitivity; Nitroaromatic Compound; Nitroaromatic Explosives; Vapor Phase; Vapor Phasis; Vapour-phase; Molecular Orbitals
Fully printed disposable IoT soil moisture sensors for precision agriculture,2020,28,10.3390/chemosensors8040125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3390%2Fchemosensors8040125&partnerID=40&md5=ef91946ec0cf49c0dd5c5a94c8c897c7,"Digitization of industrial processes using new technologies (IoT–Internet of Things, IoE–Internet of Everything), including the agriculture industry, are globally gaining growing interest. The precise management of production inputs is essential for many agricultural companies because limited or expensive sources of water and nutrients could make sustainable production difficult. For these reasons, precise data from fields, plants, and greenhouses have become more important for decision making and for the proper dosage of water and nutrients. On the market are a variety of sensors for monitoring environmental parameters within a precise agricultural area. However, the high price, data storage/transfer functionality are limiting so cost-effective products capable to transfer data directly to farmers via wireless IoT networks are required. Within a given scope, low-price sensor elements with an appropriate level of sensor response are required. In the presented paper, we have developed fully printed sensor elements and a dedicated measuring/communicating unit for IoT monitoring of soil moisture. Various fabrication printing techniques and a variety of materials were used. From the performed study, it is obvious that fully printed sensor elements based on cheap and environmentally friendly carbon layers printed on the wood substrate can compete with conventionally made sensors based on copper.",Iot; Printed Disposable Sensor; Soil Moisture; Fertilizers; Precision Agriculture; %moisture; Digitisation; Disposable Sensors; Disposables; Iot; Precision Agriculture; Printed Disposable Sensor; Printed Sensors; Sensor Elements; Soil Moisture Sensors; Soil Moisture
"Design, synthesis and applications of responsive macrocycles",2020,61,10.1038/s42004-020-00438-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1038%2Fs42004-020-00438-2&partnerID=40&md5=a07b619e4e5e0b12139f39fef928d527,"Inspired by the lock and key principle, the development of supramolecular macrocyclic chemistry has promoted the prosperous growth of host-guest chemistry. The updated induced-fit and conformation selection model spurred the emerging research on responsive macrocycles (RMs). This review introduces RMs, covering their design, synthesis and applications. It gives readers insight into the dynamic control of macrocyclic molecules and the exploration of materials with desired functions.",
The role of thermal accumulation on the fabrication of diffraction gratings in ophthalmic PHEMA by ultrashort laser direct writing,2020,11,10.3390/polym12122965,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3390%2Fpolym12122965&partnerID=40&md5=8361a28cff07b20d3a52ff33ed5e73ae,"The fabrication of diffraction gratings by ultrashort direct laser writing in poly-hydroxyethyl-methacrylate (PHEMA) polymers used as soft contact lenses is reported. Diffraction gratings were inscribed by focusing laser radiation 100 µm underneath the surface of the samples. Low-and high-repetition rate Ti:sapphire lasers with 120 fs pulsewidth working at 1 kHz and 80 MHz respectively were used to assess the role of thermal accumulation on microstructural and optical characteristics. Periodic patterns were produced for different values of repetition rate, pulse energy, laser wavelength, distance between tracks, and scanning speed. Compositional and structural modifications of the processed areas were studied by micro-Raman spectroscopy showing that under certain parameters, thermal accumulation may result in local densification. Far-field diffraction patterns were recorded for the produced gratings to assess the refractive index change induced in the processed areas.",Diffraction Gratings; Laser Materials Processing; Ophthalmic Material; Polymers; Ultrafast Laser Inscription; Contact Lenses; Diffraction; Fabrication; Phema; Pulse Repetition Rate; Refractive Index; Sapphire; Far Field Diffraction Pattern; High Repetition Rate; Micro Raman Spectroscopy; Optical Characteristics; Poly Hydroxyethyl Methacrylates; Refractive Index Changes; Structural Modifications; Thermal Accumulation; Diffraction Gratings
Silk Polymers and Nanoparticles: A Powerful Combination for the Design of Versatile Biomaterials,2020,55,10.3389/fchem.2020.604398,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3389%2Ffchem.2020.604398&partnerID=40&md5=8fdba187ecca2dfd158d6da529ef6d54,"Silk fibroin (SF) is a natural protein largely used in the textile industry but also in biomedicine, catalysis, and other materials applications. SF is biocompatible, biodegradable, and possesses high tensile strength. Moreover, it is a versatile compound that can be formed into different materials at the macro, micro- and nano-scales, such as nanofibers, nanoparticles, hydrogels, microspheres, and other formats. Silk can be further integrated into emerging and promising additive manufacturing techniques like bioprinting, stereolithography or digital light processing 3D printing. As such, the development of methodologies for the functionalization of silk materials provide added value. Inorganic nanoparticles (INPs) have interesting and unexpected properties differing from bulk materials. These properties include better catalysis efficiency (better surface/volume ratio and consequently decreased quantify of catalyst), antibacterial activity, fluorescence properties, and UV-radiation protection or superparamagnetic behavior depending on the metal used. Given the promising results and performance of INPs, their use in many different procedures has been growing. Therefore, combining the useful properties of silk fibroin materials with those from INPs is increasingly relevant in many applications. Two main methodologies have been used in the literature to form silk-based bionanocomposites: in situ synthesis of INPs in silk materials, or the addition of preformed INPs to silk materials. This work presents an overview of current silk nanocomposites developed by these two main methodologies. An evaluation of overall INP characteristics and their distribution within the material is presented for each approach. Finally, an outlook is provided about the potential applications of these resultant nanocomposite materials.",Bioactive Biomaterials; Nanoparticles; Natural Polymers; Regenerative Medicine; Silk
Recent Advances and Future Trends in the Detection of Contaminants by Molecularly Imprinted Polymers in Food Samples,2020,102,10.3389/fchem.2020.616326,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.3389%2Ffchem.2020.616326&partnerID=40&md5=dc9b9c4529c6f84624d07a50f682c783,"Drug residues, organic dyes, heavy metals, and other chemical pollutants not only cause environmental pollution, but also have a serious impact on food safety. Timely and systematic summary of the latest scientific advances is of great importance for the development of new detection technologies. In particular, molecularly imprinted polymers (MIPs) can mimic antibodies, enzymes and other biological molecules to recognize, enrich, and separate contaminants, with specific recognition, selective adsorption, high affinity, and strong resistance characteristics. Therefore, MIPs have been widely used in chemical analysis, sensing, and material adsorption. In this review, we first describe the basic principles and production processes of molecularly imprinted polymers. Secondly, an overview of recent applications of molecularly imprinted polymers in sample pre-treatment, sensors, chromatographic separation, and mimetic enzymes is highlighted. Finally, a brief assessment of current technical issues and future trends in molecularly imprinted polymers is also presented.",Contaminants; Detection; Food Safety; Molecularly Imprinted Polymers; Nanomaterials
"Seven new metal-organic frameworks assembled from semi-rigid poly­car­box­yl­ate and auxiliary N-donor ligands: Syntheses, structures and properties",2020,23,10.1107/S2052520620012834,https://www.scopus.com/inward/record.uri?eid=2-s2.0-null&doi=10.1107%2FS2052520620012834&partnerID=40&md5=e1ef81a807efda9e8c32132def079a36,"Seven new metal-organic frameworks (MOFs), namely, [Zn2(L 1)(H2O)3] n (1), [Zn2(L 1)(dib)(H2O)2] n (2), {[Zn2(L 1)(4,4′-bipy)(H2O)2]·H2O} n (3), [Cd2(L 1)(1,10-phen)] n (4), [Ni2(HL 1)(4,4′-bipy)(μ3-OH)(μ2-H2O)] n (5), {[Co4(L 1)(4,4′-bibp)3]·(4,4′-bibp)3} n (6), and [Co2(L 2)(4,4′-bibp)2(H2O)] n (7), where H4 L 1 and H4 L 2 are semi-rigid 3-(3,5-di­car­box­yl­phen­oxy)­phthalic acid and 4-(3,5-di­car­box­yl­phen­oxy)­phthalic acid, respectively, and 4,4′-bipy is 4,4′-bi­pyridine, dib is 1,4-bis(1H-imidazol-1-yl)benzene, 1,10-phen is 1,10-phenanthroline and 4,4′-bipb is 1,4-bis(pyridin-4-yl)benzene, have been prepared under solvothermal conditions with ZnII, CdII, CoII and NiII ions in the presence of auxiliary N-donor ligands. The crystal structures and photoluminescence and magnetic properties of these compounds have been investigated. Compound 1 displays a 3,4,6-connected two-dimensional (2D) topology with a Schläfli symbol of (42.5)2(43.52.7)(45.56.63)2, and the 2D structure was further assembled to form a three-dimensional (3D) framework by intermolecular O-H⋯O hydrogen bonds. Compound 2 features a novel 3,3,4-connected structure and the point symbol is (4.102)(4.6.84)(62.8). Compound 3 exhibits a 3,4,6-connected 3-nodal net having a 3,4,6 T53 type topology, with the point symbol (4.62)2(42.64)2(42.68.82.103). Compound 4 shows a 2D→3D supramolecular structure formed by π-π stacking interactions. Compound 5 possesses a 3D framework with a tfz-d net topology. Compounds 6 and 7 are constructed from the same auxiliary ligand and metal salt at the same temperature, but with different main ligands and exhibiting different topologies. Compound 6 presents a 3D 4,6-connected topological network with a Schläfli symbol of (3.44.6)(32.44.56.63), while compound 7 has a 3D topological network with a Schläfli symbol of (412.616). Magnetic analyses indicate that compounds 5 and 7 show weak antiferromagnetic interactions.","Auxiliary N-donor Ligand; Crystal Structure; Magnetic Properties Research Projects Of Colleges And Universities In Gansu Province 2019a-032 Natural Science Foundation Of China 21761030 Tianjin University-lanzhou Jiaotong University Independent Innovation Fund Cooperation Project 2020060; Mof; Photoluminescence; Semi-rigid Poly­car­box­yl­ate; Topological Analysis; Benzene; Cadmium Compounds; Carboxylic Acids; Cobalt Compounds; Hydrogen Bonds; Ligands; Metal-organic Frameworks; Nickel Compounds; Organometallics; Topology; Zinc Compounds; 1 ,10-phenanthroline; Antiferro-magnetic Interactions; Metalorganic Frameworks (mofs); Solvothermal Conditions; Structures And Properties; Supramolecular Structure; Threedimensional (3-d); Two Dimensional (2 D); Iodine Compounds"
